username;tweet;remove_user;value
qnonk_;Dear @linkaja  Akun saya terblokir dan sdh tlp cc tp solusinya suruh dtg ke grapari karena no tlp yg terdaftar bukan no tsel. Padahal lagi pandemi dan disuruh di rumah aja tolong lah solusi nya biar ga harus keluar rumah dan memutus rantai penularan.;Dear linkaja Akun saya terblokir dan sdh tlp cc tp solusinya suruh dtg ke grapari karena no tlp yg terdaftar bukan no tsel. Padahal lagi pandemi dan disuruh di rumah aja, tolong lah solusi nya biar ga harus keluar rumah dan memutus rantai penularan.;negatif
firach_vr;@linkaja Karena linkaja setiap transaksi menjadi lebih mudah disaat pandemi seperti ini dan salah satu mematuhi protokol kesehatan sukses selalu biat link aja saya sudah ikutan #GerakIndonesia; Karena linkaja setiap transaksi menjadi lebih mudah disaat pandemi seperti ini, dan salah satu mematuhi protokol kesehatan, sukses selalu biat link aja saya sudah ikutan #GerakIndonesia;positif
koranbumn;Kinerja Positif di Tengah Pandemi LinkAja Catat 57 Juta Pengguna Terdaftar  https://t.co/bRL8uVc6N9 @linkaja @KemenBUMN @Telkomsel;Kinerja Positif di Tengah Pandemi, LinkAja Catat 57 Juta Pengguna Terdaftar  https://t.co/bRL8uVc6N9  @KemenBUMN @Telkomsel;positif
araghutama;@linkaja 4.0 mau tutup akun aja kudu pake surat suratan...  Tau lagi pandemi... Ampun  https://t.co/9SrKr4gZ7S; linkaja 4.0, mau tutup akun aja kudu pake surat suratan...  Tau lagi pandemi... Ampun  https://t.co/9SrKr4gZ7S;negatif
ninetiespeop;@VICE_ID Nuntut @linkaja buat balikin uang aku yg kedebit tapi gagal beli tiket kereta. Mbok yooo koplainku itu ditindak lanjuti Bagi kaum proletar uang yg ga seberapa ini berharga banget apalagi masa pandemi. Halo @linkaja tolong baca ini.  https://t.co/; Nuntut @linkaja buat balikin uang aku yg kedebit tapi gagal beli tiket kereta. Mbok yooo koplainku itu ditindak lanjuti Bagi kaum proletar uang yg ga seberapa ini berharga banget apalagi masa pandemi. Halo @linkaja tolong baca ini.  https://t.co/YILeDoTc6T;negatif
ichakhairisa;Smenjak pandemi gw udh males transaksi pake tunai lagi jaga2 aja banyak virus yg nempel di uang tunai kan. Jdnya gw prefer blanja or take away di supermrkt ato kafe yg nerima pmbayaran pk LinkAja. Simpel ga perlu bawa2 cash trus suka ada promo lg! #LengkapnyaUntukSemua @linkaja  https://t.co/MG4TMJ15Yo;Smenjak pandemi gw udh males transaksi pake tunai lagi, jaga2 aja banyak virus yg nempel di uang tunai kan. Jdnya gw prefer blanja or take away di supermrkt ato kafe yg nerima pmbayaran pk LinkAja. Simpel, ga perlu bawa2 cash trus suka ada promo lg! #LengkapnyaUntukSemua   https://t.co/MG4TMJ15Yo;positif
cs_putrie;@grandysofia Aku juga jadi sering pake link aja selama pandemi ini; Aku juga jadi sering pake link aja selama pandemi ini;positif
adhitlan;Masa pandemi dan PSBB kayak gini takut bgt nyentuh benda apapun pas keluar rumah. Untungnya ada @LinkAja yg #LengkapnyaUntukSemua. Naik KRL bisa pakai QR Code doang.  https://t.co/F55CNziHSM;Masa pandemi dan PSBB kayak gini, takut bgt nyentuh benda apapun pas keluar rumah. Untungnya ada linkaja yg #LengkapnyaUntukSemua. Naik KRL bisa pakai QR Code doang.  https://t.co/F55CNziHSM;positif
darminah10;@linkaja Linkaja emang terbaik apa lagi pas masa pandemi ini tidak ada kendala pokok nya sukses selalu  alhamdulillah #pakelinkaja; Linkaja emang terbaik apa lagi pas masa pandemi ini tidak ada kendala, pokok nya sukses selalu  alhamdulillah #pakelinkaja;positif
upinipinapien;@linkaja Senang banget link aja makin praktis untuk digunakan apalagi Di masa pandemi kayak gini :) #pakelinkaja; Senang banget link aja makin praktis untuk digunakan, apalagi Di masa pandemi kayak gini :) #pakelinkaja;positif
sahbanasandi;@linkaja Alhamdulillahsenangmakin praktis pakai aplikasi linkaja untuk bertransaksi apa lagi di masa pandemi seperti saat ini saya mengurangi untuk bertransaksi menggunakan tunai #PakeLinkAja; Alhamdulillah senang makin praktis pakai aplikasi linkaja untuk bertransaksi apa lagi di masa pandemi seperti saat ini saya mengurangi untuk bertransaksi menggunakan tunai #PakeLinkAja;positif
zaadrahman;@linkaja Senang sekali dengan adanya inovasi baru ini.  Mempermudah customer dimasa pandemi seperti ini #pakelinkaja; Senang sekali dengan adanya inovasi baru ini.  Mempermudah customer dimasa pandemi seperti ini #pakelinkaja;positif
windyokta13;@linkaja Alhamdulillah banget nemu aplikasi ini karena bisa melakukan berbagai transaksi hanya dalam satu aplikasi. Apalagi dimasa pandemi seperti ini jd semua pembayaran bisa dilakukan lewat aplikasi tanpa harus keluar rumah 👍 #pakelinkaja; Alhamdulillah banget nemu aplikasi ini karena bisa melakukan berbagai transaksi hanya dalam satu aplikasi. Apalagi dimasa pandemi seperti ini jd semua pembayaran bisa dilakukan lewat aplikasi tanpa harus keluar rumah 👍 #pakelinkaja;positif
mrianhidayat6;@linkaja Alhamdulillah dimasa pandemi ini makin praktis pembayaran melalui aplikasi linkAja 😍 Terima kasih link Aja  #pakelinkaja; Alhamdulillah dimasa pandemi ini makin praktis pembayaran melalui aplikasi linkAja 😍 Terima kasih link Aja  #pakelinkaja;positif
candrad54067804;@linkaja Alhamdulillah dengan adanya @linkaja segala jenis  pebayaran di permudah. Senang banget apa lagi di masa pandemi Covid19 linkaja membantu mengurangi penyebaran  virus dengan pembayaran dengan sistem digital. Semakin praktis dengan adanya Linkaja ; Alhamdulillah dengan adanya  segala jenis  pebayaran di permudah. Senang banget, apa lagi di masa pandemi Covid19 linkaja membantu mengurangi penyebaran  virus dengan pembayaran dengan sistem digital. Semakin praktis dengan adanya Linkaja  #pakelinkaja;positif
yudisbeeh;@linkaja Sukses terus LinkAja. Aplikasi yang sangat membantu untuk mengatasi masalah pembayaran di kondisi pandemi seperti ini. #lengkapnyabikinmerdeka 🇲🇨 @linkaja; Sukses terus LinkAja. Aplikasi yang sangat membantu untuk mengatasi masalah pembayaran di kondisi pandemi seperti ini. #lengkapnyabikinmerdeka 🇲🇨 ;positif
andhika_dw12;@linkaja Sangat bermanfaat sekali gak perlu mengantri di tengah pandemi ini cukup dari handphone semuanya bisa di atasi dengan LinkAja #Lengkapnyabikinmerdeka; Sangat bermanfaat sekali, gak perlu mengantri di tengah pandemi ini, cukup dari handphone semuanya bisa di atasi dengan LinkAja #Lengkapnyabikinmerdeka;positif
fremri2;@linkaja Aplikasi ini sangat bermanfaat disaat pandemi ini. Tak perlu repot lagi soal bayar-membayar. Makin suka dengan LinkAja. #lengkapnyabikinmerdeka; Aplikasi ini sangat bermanfaat disaat pandemi ini. Tak perlu repot lagi soal bayar-membayar. Makin suka dengan LinkAja. #lengkapnyabikinmerdeka;positif
kosongkosongggg;"@linkaja Asli sih aplikasi ini benar"" mempermudah apalagi masa pandemi gini. Kemana""ga perlu repot cukup bawa hp aja. Praktis dan sangat bermanfaat. Makin suka sama LinkAja 🥰";"linkaja Asli sih, aplikasi ini benar"" mempermudah apalagi masa pandemi gini. Kemana""ga perlu repot, cukup bawa hp aja. Praktis dan sangat bermanfaat. Makin suka sama LinkAja 🥰";positif
chrispila32;@linkaja Setuju banget byar listrik dan air nggak repot lagi cukup pkai LinkAja semua beres apalagi di masa pandemi ini bayar bisa dari rumah @lengkapnyabikinmerdeka; Setuju banget byar listrik dan air nggak repot lagi, cukup pkai LinkAja semua beres apalagi di masa pandemi ini, bayar bisa dari rumah @lengkapnyabikinmerdeka;positif
purplelilytan;@linkaja Saat kondisi pandemi seperti ini pake Link aja buat transaksi apapun jadi gak repot lagi makin suka sama Link aja #lengkapnyabikinmerdeka; Saat kondisi pandemi seperti ini pake Link aja buat transaksi apapun jadi gak repot lagi, makin suka sama Link aja #lengkapnyabikinmerdeka;positif
ahmadpa95768582;@linkaja Dengan  @linkaja  segala urusan jadi praktis dan engga usah repot lagi untuk urusan pembayaran tagihan apalagi disaat pandemi seperti sekarang #lengkapnyabikinmerdeka; Dengan  linkaja  segala urusan jadi praktis dan engga usah repot lagi untuk urusan pembayaran tagihan apalagi disaat pandemi seperti sekarang #lengkapnyabikinmerdeka;positif
preownedbymega;@linkaja Aplikasi link aja sangat bermanfaat untuk kegiatan sehari-hari terlebih dalam transaksi cashless disaat pandemi ini agar mengurangi kontak fisik #lengkapnyabikinmerdeka; Aplikasi link aja sangat bermanfaat untuk kegiatan sehari-hari, terlebih dalam transaksi cashless disaat pandemi ini agar mengurangi kontak fisik #lengkapnyabikinmerdeka;positif
ilhamarfa29;Di Bandung mulai banyak Pom Bensin Pertamina yang pake LinkAja untuk metode pembayarannya. Akhir2 ini saya pake lah LinkAja karena ada budget juga disana.  Dan menghindari kontak dg petugas karena pandemi. @pertamina @linkaja;Di Bandung mulai banyak Pom Bensin Pertamina yang pake LinkAja untuk metode pembayarannya. Akhir2 ini saya pake lah LinkAja karena ada budget juga disana.  Dan menghindari kontak dg petugas karena pandemi.  @linkaja;positif
pipit75242226;@linkaja Masa pandemi ini pake LinkAja sangat bermanfaat jadi praktis untuk belanja dimana saja nggak repot lagi. Gak usah bawa uang cash  kemana-mama cukup bawa hp saja jadi makin suka dengan LinkAja. #lengkapnyabikinmerdeka; Masa pandemi ini pake LinkAja sangat bermanfaat jadi praktis untuk belanja dimana saja, nggak repot lagi. Gak usah bawa uang cash  kemana-mama cukup bawa hp saja, jadi makin suka dengan LinkAja. #lengkapnyabikinmerdeka;positif
etaayunina;@linkaja Suka banget sama linkaja karena sangat bermanfaat. Selain membuat belanja jadi praktis juga ga perlu ribet keluar rumah di masa pandemi kaya gini. Terimakasih linkaja sudah mengisi kemerdekaan #lengkapnyabikinkemerdekaan; Suka banget sama linkaja karena sangat bermanfaat. Selain membuat belanja jadi praktis, juga ga perlu ribet keluar rumah di masa pandemi kaya gini. Terimakasih linkaja sudah mengisi kemerdekaan #lengkapnyabikinkemerdekaan;positif
teddi_potts;@linkaja Ibu pertiwi #Lomba17an Semoga Indonesia 🇲🇨 segera pulih dri pandemi corona dan linkaja senantiasa menjadi dompet digital handal untuk pengganti uang tunai masa kini; Ibu pertiwi #Lomba17an Semoga Indonesia 🇲🇨 segera pulih dri pandemi corona dan linkaja senantiasa menjadi dompet digital handal untuk pengganti uang tunai masa kini;positif
listentoluhan;@xiaoczhan Ovo mau aku updgrade premium pas itu malah kudu verifikasi ke counternya langsung. Lah males bgt mana lagi tingginya covid lagi.; Ovo mau aku updgrade premium pas itu malah kudu verifikasi ke counternya langsung. Lah males bgt, mana lagi tingginya covid lagi.;negatif
charcoalpwdr;@jek___ Aku tak bisa hidup tanpa OVO karena mau #BayarAmanPakeOVO buat mempermudah segala transaksi apapun agar tidak perlu keluar rumah dalam kondisi pandemi covid-19 ini jadi tetap bisa staysafe dan jaga kesehatan. mari budayakan pembayaran cashless #pa; Aku tak bisa hidup tanpa OVO, karena mau #BayarAmanPakeOVO buat mempermudah segala transaksi apapun, agar tidak perlu keluar rumah dalam kondisi pandemi covid-19 ini, jadi tetap bisa staysafe dan jaga kesehatan. mari budayakan pembayaran cashless #pakeOVOaja;positif
distiroseee;@dwihandaanda selama pandemi ini jarang banget bayar pake cash karena mengurangi mata rantai covid-19 setelah menerima orderan dateng ga lupa langsung cuci tangan. Pandemi ini ngebuat aku lebih rajin order Grabfood karena memudahkan dan bayar pakai ovo te; selama pandemi ini jarang banget bayar pake cash karena mengurangi mata rantai covid-19, setelah menerima orderan dateng ga lupa langsung cuci tangan. Pandemi ini ngebuat aku lebih rajin order Grabfood karena memudahkan dan bayar pakai ovo tentu sangat aman #BayarAmanPakeOvo  https://t.co/Uc9iEfXGhC;positif
tokopediacare;@devaraara Hai Kak mohon maaf atas ketidaknyamanannya Fini infokan mulai tanggal 27 April 2020 dikarenakan situasi pandemi COVID-19 untuk sementara waktu OVO PayLater di aplikasi Tokopedia tidak dapat digunakan untuk bertransaksi. Semoga info dari Fini me; Hai Kak, mohon maaf atas ketidaknyamanannya, Fini infokan mulai tanggal 27 April 2020 dikarenakan situasi pandemi COVID-19 untuk sementara waktu OVO PayLater di aplikasi Tokopedia tidak dapat digunakan untuk bertransaksi. Semoga info dari Fini membantu. Thanks :);negatif
bg_ferr;@tempodotco Padahal bisa aja yakan..jangan keluar dari  atap mobil..lemparin bingkisan... supaya mencegah covid..kan bisa pake kurir @jntexpressid atau di tf via @linkaja  kalo mau kasi🤣; Padahal bisa aja yakan..jangan keluar dari  atap mobil..lemparin bingkisan... supaya mencegah covid..kan bisa pake kurir @jntexpressid atau di tf via @linkaja  kalo mau kasi🤣;positif
raffi_nexs;@linkaja Aman dari covid 19lebih dekat dengan keluarga lebih banyak mengetahui berita berita nasional dan internasional dari internet Juga dapat belajar cara mendapatkan uang dari rumah dan karna link aja penyimpanan uang secara online saya jadi aman.#pen; Aman dari covid 19,lebih dekat dengan keluarga, lebih banyak mengetahui berita berita nasional dan internasional dari internet, Juga dapat belajar cara mendapatkan uang dari rumah dan karna link aja, penyimpanan uang secara online saya jadi aman.#pengalamanbaru #lengkapuntuksemua;positif
muhamad76993231;@linkaja Saya sangat terbantu oleh aplikasi Link Aja ini terutama dalam hal pembelian pulsa dan transfer uang yang tidak perlu keluar rumah yang sedang terdampak covid ini jadi bisa dilakukan di dalam rumah tampa keluar #LengkapUntukSemuanya; Saya sangat terbantu oleh aplikasi Link Aja ini, terutama dalam hal pembelian pulsa dan transfer uang yang tidak perlu keluar rumah yang sedang terdampak covid ini jadi bisa dilakukan di dalam rumah tampa keluar #LengkapUntukSemuanya;positif
bang__tebe;@MIRATIPRIMASARI @linkaja Benar sekali kandasebaiknya menghindari penularan covid melalui duit cash.; @linkaja Benar sekali kanda,sebaiknya menghindari penularan covid melalui duit cash.;positif
selphieusagi;@yuriestax Kl yg covid itu way too long mending gw kasi link aja ke highlight🤔; Kl yg covid itu way too long mending gw kasi link aja ke highlight🤔;
yahyawijaya;@SamsatSleman Tapi akan lbh praktis kalo terima kartu atau gopay/linkAja. Jg dlm rangka mencegah terinfeksi Covid utk mengurangi kontak dgn benda yg dipakai banyak orang spt atm.; Tapi akan lbh praktis kalo terima kartu atau gopay/linkAja. Jg, dlm rangka mencegah terinfeksi Covid, utk mengurangi kontak dgn benda yg dipakai banyak orang spt atm.;positif
dendi_ikhsan;@linkaja jadi praktis kemana mana lebih aman karena tidak pegang uang kalo lagi kondisi covid gini. #lengkapnyabikinmerdeka;linkaja jadi praktis kemana mana, lebih aman karena tidak pegang uang kalo lagi kondisi covid gini. #lengkapnyabikinmerdeka;positif
dino_dino10;@gopayindonesia Dan dengan saldo gopay ini seenggaknya gw bisa jajan jajan lunayan pas pandemi kemaren banyak promo 🙃🙃 .. dan akhirnya sampe sekarang tetep pake Gopay ..; Dan dengan saldo gopay ini, seenggaknya gw bisa jajan jajan, lunayan pas pandemi kemaren banyak promo 🙃🙃 .. dan akhirnya sampe sekarang tetep pake Gopay ..;positif
dino_dino10;@gopayindonesia Baru make gopay tahun kemaren lebih tepatnya pas awal awal pandemi .. sebenernya udah pernah make dan isi saldo gopay dan kemudian dihapus karena handphoneku kentang dan lemot .. sebelum pandemi beli beli handphone baru dan beberapa hari k; Baru make gopay tahun kemaren, lebih tepatnya pas awal awal pandemi .. sebenernya udah pernah make dan isi saldo gopay dan kemudian dihapus karena handphoneku kentang dan lemot .. sebelum pandemi beli beli handphone baru, dan beberapa hari kemudian pandemi melanda ..saat itu (c);positif
terrenjunisasi;@06062OOO Lg pandemi ni kudu sosyel distensing  jd tf aje ye Dana/spay/gopay/bca/bni dll ready smua hehe; Lg pandemi ni kudu sosyel distensing  jd tf aje ye Dana/spay/gopay/bca/bni dll ready smua hehe;positif
hijaeminbabe;@gopayindonesia Apalagi pandemi gini ngga sekolah ngga dikasih uang jajan dikasih uang harus nyuci baju keluarga dulu huhuhu pokoknya makasih gopay udah adain event ini sangat membantu🥺❤ motto semangat main suwit meskipun dpt kadang dpt dikit lama2 m; Apalagi pandemi gini ngga sekolah ngga dikasih uang jajan dikasih uang harus nyuci baju keluarga dulu huhuhu pokoknya makasih gopay udah adain event ini sangat membantu🥺❤ motto semangat main suwit meskipun dpt kadang dpt dikit lama2 menjadi bukit❤❤❤;positif
daengkurni;@Moohd_Ilham Untung ada gopay jadi silaturahmi tetap terjalin walau di tengah pandemi; Untung ada gopay jadi silaturahmi tetap terjalin walau di tengah pandemi;positif
_pinaprtca;@H4nZ83 @GangstaGojek @gojekindonesia Nah gak semua case sy bs bayar cash mas. Kdg harus gopay karena makanan mesti dititip. Atau kyk pas sy covid klo bayar cash kasian drivernya mesti kontak sm saya dan sanitize uangnya dulu. Utk kepraktisan hidup sy pil; @GangstaGojek @gojekindonesia Nah gak semua case sy bs bayar cash mas. Kdg harus gopay karena makanan mesti dititip. Atau kyk pas sy covid, klo bayar cash kasian drivernya mesti kontak sm saya dan sanitize uangnya dulu. Utk kepraktisan hidup sy pilih gopay sih, toh tip yg pakai gopay jg 100% masuk ke driver.;positif
minertastu;@txtdaridreamzen Iya bener banget pake gopay pemutus rantai penyebaran covid; Iya bener banget pake gopay pemutus rantai penyebaran covid;positif
eundiz;@gojekindonesia Bagiku kiriman bermakna tentunya uang terutama e-money misalnya gopay. Gopay bisa  buat  pesen makan di gojek buat belanja kebutuhan secara online pakek tokped pun bisa sedekah. Selain mudah tentunya meminimalisir resiko penularan Covid #K; Bagiku kiriman bermakna tentunya uang, terutama e-money misalnya gopay. Gopay bisa  buat  pesen makan di gojek, buat belanja kebutuhan secara online pakek tokped, pun bisa sedekah. Selain mudah, tentunya meminimalisir resiko penularan Covid #KirimanBermakna;positif
jkvoodoo_97;@rehuellahangela Byr pake gopay/transfer dan brg taro dipager sempet bingung makan sama minum gmn krna dirmh abis semua alhamdulillah ada tetangga lain yg baik ga peduli julid org2 gantungin makanan dipager. Skrg nyokap denger kt covid aja lgs ketakutan g; Byr pake gopay/transfer dan brg taro dipager, sempet bingung makan sama minum gmn krna dirmh abis semua, alhamdulillah ada tetangga lain yg baik ga peduli julid org2, gantungin makanan dipager. Skrg nyokap denger kt covid aja lgs ketakutan gemeter sampe ga keluar kamar samsek;positif
kanal_ri;Transaksi Gopay Melonjak Selama Pandemi Covid-19  https://t.co/bGJkTsCV2Z Via @Info_Pariwara  https://t.co/UDZyZN9kNy;Transaksi Gopay Melonjak Selama Pandemi Covid-19  https://t.co/bGJkTsCV2Z Via   https://t.co/UDZyZN9kNy;positif
prioritiezed;@BerburuSale GOPAY 🤗🥰💜🍓🥳🙏 udah follow dr lama semoga berkahhh buat beli gofood karna positif covid jd gabisa keluar beli makanan 😭😢  https://t.co/tCg1pSz6vF; GOPAY 🤗🥰💜🍓🥳🙏 udah follow dr lama semoga berkahhh buat beli gofood karna positif covid jd gabisa keluar beli makanan 😭😢  https://t.co/tCg1pSz6vF;positif
_kurahong;Dah dibalesin juga tadi pagi sama CSnya @triindonesia 👍 good job. Thank you for the info. OTP ga bisa dipake slain posisi di Indonesia sih masuk akal. Tapi ya tetep masih kepikiran dong saldo GoPay ketahan tapi ga bisa diapa-apain. Pulang Indo juga ga bisa karena lagi Covid gini  https://t.co/gWT3LTe1yx;Dah dibalesin juga tadi pagi sama CSnya  👍 good job. Thank you for the info. OTP ga bisa dipake slain posisi di Indonesia sih masuk akal. Tapi ya tetep masih kepikiran dong saldo GoPay ketahan tapi ga bisa diapa-apain. Pulang Indo juga ga bisa karena lagi Covid gini  https://t.co/gWT3LTe1yx;negatif
meowpuff8699;@kangenbilang @PenjahatGunung @metahillry Emang pake gopay susah ya? . Gw masa covid gini ga mau pegang cash. Semua udah cashless. Kalau tukang sayur bisa pake uang digital gw pake uang digital juga .  Seriusan nanya ?.; @PenjahatGunung @metahillry Emang pake gopay susah ya? . Gw masa covid gini ga mau pegang cash. Semua udah cashless. Kalau tukang sayur bisa pake uang digital gw pake uang digital juga .  Seriusan nanya ?.;positif
polongpolongan;@subtanyarl konsul ke psikiater kak aku udh 2x dokter berbeda ga bilang kaya gitu kok tapi tetep dokter itu cocok2an ya hati2 ya kak kalo offline jgn pilih rs yg rujukan covid kalo mau online ke halodoc aja bayar gopay 30k coba dgr ini  https://t.co/PGyHq; konsul ke psikiater kak, aku udh 2x dokter berbeda ga bilang kaya gitu kok, tapi tetep dokter itu cocok2an ya, hati2 ya kak kalo offline, jgn pilih rs yg rujukan covid, kalo mau online ke halodoc aja bayar gopay 30k, coba dgr ini  https://t.co/PGyHqnRo3N;positif
